,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
31477,of:0000000000000006,Port#:1,105,14009,13673,97,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,519,422,-1,PortScan,Attack
31486,of:000000000000000c,Port#:4,112,14885,6325857,395,116,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,1491,1402,-1,PortScan,Attack
31507,of:0000000000000007,Port#:2,577,12629733,6325841,396,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1171,1075,-1,PortScan,Attack
31511,of:0000000000000008,Port#:3,221,22646,14885,112,116,0,0,0,0,4,560,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1289,1187,-1,PortScan,Attack
31512,of:0000000000000005,Port#:1,578,12629775,6333066,498,116,0,0,0,0,4,556,626,5,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1299,1206,-1,PortScan,Attack
31535,of:0000000000000004,Port#:1,59136,9500149,15425,111,126,0,0,0,0,5503,297332,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,59467,59375,-1,PortScan,Attack
31537,of:0000000000000004,Port#:3,109,15341,15761,119,126,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,6,59467,59375,-1,PortScan,Attack
31538,of:0000000000000001,Port#:1,320,6313511,6327074,408,126,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,8,119571,119478,-1,PortScan,Attack
31542,of:0000000000000002,Port#:1,471,12615415,6334292,512,126,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,60148,60092,-1,PortScan,Attack
31548,of:0000000000000008,Port#:2,583,12630595,6326451,396,126,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,1317,1213,-1,PortScan,Attack
31561,of:000000000000000c,Port#:3,882,18943096,6327620,404,136,0,0,0,0,68,2364207,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1818,1724,-1,PortScan,Attack
31567,of:000000000000000b,Port#:1,12,996,17090,129,136,0,0,0,0,0,0,350,3,5,0,0,0,0,1,0,0,0,0,0,True,0,4,264,197,-1,PortScan,Attack
31569,of:0000000000000003,Port#:1,528,6327817,18936256,782,136,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,6303304,0,6303304,0,True,0,8,120549,120447,-1,PortScan,Attack
31572,of:0000000000000003,Port#:4,64322,9780820,16910,128,136,0,0,0,0,5176,279674,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,8,120549,120447,-1,PortScan,Attack
31574,of:0000000000000004,Port#:2,128,16910,9780820,64322,136,0,0,0,0,2,278,279674,5176,5,0,0,0,0,2,0,0,0,0,0,True,0,5,60251,60153,-1,PortScan,Attack
31583,of:0000000000000007,Port#:2,592,12631688,6327796,411,136,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1230,1127,-1,PortScan,Attack
31585,of:0000000000000008,Port#:1,128,16910,16910,128,136,0,0,0,0,3,348,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1522,1413,-1,PortScan,Attack
31591,of:0000000000000006,Port#:1,128,16910,16378,116,136,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,610,506,-1,PortScan,Attack
31595,of:0000000000000009,Port#:2,128,16910,16448,117,136,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,True,0,5,896,788,-1,PortScan,Attack
31598,of:000000000000000c,Port#:2,582,12623020,12640022,702,146,0,0,0,0,65,2363857,2972,36,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2113,2018,-1,PortScan,Attack
31602,of:000000000000000a,Port#:2,286,6311315,6329365,424,146,0,0,0,0,31,2342,2364417,69,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1266,1172,-1,PortScan,Attack
31620,of:0000000000000007,Port#:1,133,17896,17686,128,146,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1255,1151,-1,PortScan,Attack
31632,of:0000000000000009,Port#:1,136,18022,25485,245,146,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1104,996,-1,PortScan,Attack
31636,of:000000000000000c,Port#:2,582,12623020,12640904,709,156,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2139,2044,-1,PortScan,Attack
31653,of:0000000000000001,Port#:2,74756,16628425,16645787,74877,156,0,0,0,0,5332,287928,288484,5336,5,0,0,0,0,2,28792,10308089,28792,10308089,28792,True,0,8,151051,150952,-1,PortScan,Attack
31657,of:0000000000000002,Port#:2,596,12633051,22956499,75156,156,0,0,0,0,69,2364415,291268,5374,5,0,0,0,0,2,0,0,0,0,0,True,0,7,76040,75981,-1,PortScan,Attack
31660,of:0000000000000007,Port#:3,593,12632945,12633578,604,156,0,0,0,0,69,2364415,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1463,1359,-1,PortScan,Attack
31666,of:0000000000000005,Port#:3,253,26431,18898,143,156,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1597,1496,-1,PortScan,Attack
31669,of:0000000000000006,Port#:3,143,18898,18898,143,156,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,779,674,-1,PortScan,Attack
31683,of:0000000000000003,Port#:1,528,6327817,18939190,805,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,160401,160298,-1,PortScan,Attack
31684,of:0000000000000003,Port#:2,79602,16886827,4314353,79619,166,0,0,0,0,5074,273996,274552,5078,5,0,0,0,0,2,0,0,0,0,0,True,0,6,160401,160298,-1,PortScan,Attack
31686,of:0000000000000003,Port#:4,79808,10618728,19774,150,166,0,0,0,0,5078,274552,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,160401,160298,-1,PortScan,Attack
31690,of:0000000000000001,Port#:1,320,6313511,6331087,439,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,161218,161119,-1,PortScan,Attack
31699,of:0000000000000008,Port#:1,150,19774,19774,150,166,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1880,1771,-1,PortScan,Attack
31704,of:0000000000000005,Port#:3,260,27307,19774,150,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1625,1524,-1,PortScan,Attack
31705,of:0000000000000006,Port#:1,258,27174,19228,137,166,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,807,702,-1,PortScan,Attack
31707,of:0000000000000006,Port#:3,150,19774,19774,150,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,807,702,-1,PortScan,Attack
31720,of:000000000000000b,Port#:2,266,28257,6324193,331,176,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,604,537,-1,PortScan,Attack
31723,of:0000000000000003,Port#:3,328,6323969,17221808,85524,176,0,0,0,0,2,278,300788,5567,4,0,0,0,0,3,0,0,0,0,0,True,0,6,171551,171448,-1,PortScan,Attack
31725,of:0000000000000004,Port#:1,85483,10927304,20272,148,176,0,0,0,0,5567,300788,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,85921,85822,-1,PortScan,Attack
31728,of:0000000000000001,Port#:1,320,6313511,6331921,445,176,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,172652,172553,-1,PortScan,Attack
31731,of:0000000000000001,Port#:4,884,18945339,12643120,733,176,0,0,0,0,70,2495407,3590,48,5,0,0,0,0,4,0,0,0,0,0,True,0,8,172652,172553,-1,PortScan,Attack
31744,of:0000000000000006,Port#:2,156,20608,28141,266,176,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,831,726,-1,PortScan,Attack
31759,of:0000000000000003,Port#:1,885,31518228,63725,743,241,0,0,0,0,116,4595449,4976,69,5,0,0,0,0,1,370,7548,370,7548,370,True,0,10,395617,395518,-1,PortScan,Attack
31776,of:0000000000000008,Port#:2,716,18936562,18951581,934,241,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,7,199570,199465,-1,PortScan,Attack
31781,of:0000000000000006,Port#:1,197261,29556419,23258292,197158,241,0,0,0,0,118,4595727,4976,69,5,0,0,0,0,1,0,0,0,0,0,True,0,8,394831,394728,-1,PortScan,Attack
31787,of:000000000000000c,Port#:1,470,12615380,6340698,565,186,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,7548,0,7548,0,True,0,6,2479,2384,-1,PortScan,Attack
31794,of:000000000000000a,Port#:4,728,12643226,21564,162,186,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,1916,1822,-1,PortScan,Attack
31796,of:000000000000000b,Port#:2,272,29097,6325033,337,186,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,616,549,-1,PortScan,Attack
31798,of:0000000000000003,Port#:2,90383,17468989,4898183,90412,186,0,0,0,0,5215,281610,281888,5217,5,0,0,0,0,2,0,0,0,0,0,True,0,6,181999,181896,-1,PortScan,Attack
31801,of:0000000000000004,Port#:1,90704,11209748,21106,154,186,0,0,0,0,5217,281888,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,5,91160,91061,-1,PortScan,Attack
31803,of:0000000000000004,Port#:3,149,20896,28842,270,186,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,5,91160,91061,-1,PortScan,Attack
31809,of:0000000000000002,Port#:2,721,12642887,30118520,91202,186,0,0,0,0,43,3260,2777017,5285,5,0,0,0,0,2,0,0,0,0,0,True,0,7,92211,92152,-1,PortScan,Attack
31811,of:0000000000000007,Port#:2,738,12643912,18939186,793,186,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1821,1717,-1,PortScan,Attack
31817,of:0000000000000005,Port#:2,162,21442,21484,163,186,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1957,1856,-1,PortScan,Attack
31818,of:0000000000000005,Port#:3,272,28975,21442,162,186,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1957,1856,-1,PortScan,Attack
31819,of:0000000000000006,Port#:1,270,28842,20896,149,186,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,855,750,-1,PortScan,Attack
31820,of:0000000000000006,Port#:2,162,21442,28975,272,186,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,855,750,-1,PortScan,Attack
31821,of:0000000000000006,Port#:3,162,21442,21442,162,186,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,855,750,-1,PortScan,Attack
31823,of:0000000000000009,Port#:2,162,21442,20896,149,186,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1316,1208,-1,PortScan,Attack
31829,of:000000000000000a,Port#:1,241,16676,12629694,520,196,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1943,1849,-1,PortScan,Attack
31830,of:000000000000000a,Port#:2,461,12614784,6341329,566,196,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1943,1849,-1,PortScan,Attack
31831,of:000000000000000a,Port#:3,170,22554,12643987,724,196,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1943,1849,-1,PortScan,Attack
31838,of:0000000000000003,Port#:4,95943,11491694,22596,171,196,0,0,0,0,5337,288538,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,192692,192589,-1,PortScan,Attack
31841,of:0000000000000004,Port#:3,157,22008,29996,279,196,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,96527,96428,-1,PortScan,Attack
31842,of:0000000000000001,Port#:1,428,6320912,12637269,633,196,0,0,0,0,40,2917,2495684,72,5,0,0,0,0,1,0,0,0,0,0,True,0,10,194351,194252,-1,PortScan,Attack
31846,of:0000000000000002,Port#:1,752,18926176,12651846,844,196,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,97561,97502,-1,PortScan,Attack
31847,of:0000000000000002,Port#:2,730,12644041,30407614,96543,196,0,0,0,0,4,556,288538,5337,5,0,0,0,0,2,0,0,0,0,0,True,0,7,97561,97502,-1,PortScan,Attack
31848,of:0000000000000007,Port#:1,165,22344,22260,163,196,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2136,2032,-1,PortScan,Attack
31855,of:0000000000000005,Port#:2,171,22596,22638,172,196,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2274,2173,-1,PortScan,Attack
31859,of:0000000000000006,Port#:3,171,22596,22596,171,196,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,891,786,-1,PortScan,Attack
31869,of:000000000000000a,Port#:3,176,23388,18948254,904,206,0,0,0,0,4,556,2495689,72,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2243,2149,-1,PortScan,Attack
31871,of:000000000000000b,Port#:1,361,12607867,38506,394,206,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,927,860,-1,PortScan,Attack
31872,of:000000000000000b,Port#:2,287,31099,6327035,352,206,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,927,860,-1,PortScan,Attack
31881,of:0000000000000001,Port#:2,101293,18064583,30678285,101577,206,0,0,0,0,2,84,640,6,4,0,0,0,0,2,0,11729207,0,11729207,0,True,0,8,204631,204532,-1,PortScan,Attack
31886,of:0000000000000007,Port#:1,171,23178,23094,169,206,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2160,2056,-1,PortScan,Attack
31891,of:0000000000000008,Port#:3,904,18948254,23388,176,206,0,0,0,0,72,2495689,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2617,2508,-1,PortScan,Attack
31897,of:0000000000000006,Port#:3,177,23430,23430,177,206,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,915,810,-1,PortScan,Attack
31902,of:000000000000000c,Port#:2,690,12630445,18949777,924,216,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3107,3011,-1,PortScan,Attack
31908,of:000000000000000a,Port#:4,858,12653515,24448,184,216,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,2557,2463,-1,PortScan,Attack
31915,of:0000000000000004,Port#:1,106751,12077962,23970,176,216,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,107271,107172,-1,PortScan,Attack
31931,of:0000000000000005,Port#:2,184,24306,24348,185,216,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,2326,2225,-1,PortScan,Attack
31933,of:0000000000000006,Port#:1,292,31706,23676,169,216,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,943,838,-1,PortScan,Attack
31935,of:0000000000000006,Port#:3,184,24306,24306,184,216,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,943,838,-1,PortScan,Attack
31936,of:0000000000000009,Port#:1,292,31706,31839,294,216,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1620,1512,-1,PortScan,Attack
31938,of:0000000000000009,Port#:3,184,24448,12653515,858,216,0,0,0,0,2,280,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1620,1512,-1,PortScan,Attack
31943,of:000000000000000a,Port#:1,590,12623570,12647785,765,226,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,2856,2762,-1,PortScan,Attack
31945,of:000000000000000a,Port#:3,188,25056,18957400,1025,226,0,0,0,0,2,278,3394,45,5,0,0,0,0,3,0,0,0,0,0,True,0,8,2856,2762,-1,PortScan,Attack
31948,of:000000000000000b,Port#:2,300,32821,6328757,365,226,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,953,886,-1,PortScan,Attack
31949,of:0000000000000003,Port#:1,528,6327817,18944556,845,226,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,224875,224772,-1,PortScan,Attack
31959,of:0000000000000001,Port#:4,1197,25260571,12655053,875,226,0,0,0,0,45,3392,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,8,226814,226714,-1,PortScan,Attack
31965,of:0000000000000008,Port#:1,190,25140,25140,190,226,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,2776,2666,-1,PortScan,Attack
31974,of:0000000000000009,Port#:1,471,6335900,32673,300,226,0,0,0,0,70,2495406,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1817,1709,-1,PortScan,Attack
31986,of:000000000000000b,Port#:2,483,6337408,6337979,492,236,0,0,0,0,75,2626957,3212,40,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1260,1192,-1,PortScan,Attack
31989,of:0000000000000003,Port#:3,370,6329613,18963540,117716,236,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,236274,236171,-1,PortScan,Attack
31996,of:0000000000000001,Port#:3,118346,37881168,12655121,865,236,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,237914,237813,-1,PortScan,Attack
32002,of:0000000000000007,Port#:3,1103,25254514,12648540,769,236,0,0,0,0,5,626,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,2353,2248,-1,PortScan,Attack
32003,of:0000000000000008,Port#:1,373,6329719,34354,317,236,0,0,0,0,75,2626953,3208,40,5,0,0,0,0,1,0,0,0,0,0,True,0,7,3094,2984,-1,PortScan,Attack
32005,of:0000000000000008,Port#:3,1151,18966580,6329705,372,236,0,0,0,0,40,3212,2627023,76,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3094,2984,-1,PortScan,Attack
32014,of:0000000000000009,Port#:3,199,26450,18958863,1046,236,0,0,0,0,4,560,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1854,1745,-1,PortScan,Attack
32021,of:000000000000000a,Port#:3,378,6330539,18967420,1157,246,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3195,3099,-1,PortScan,Attack
32024,of:000000000000000b,Port#:2,489,6338248,6338819,498,246,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,7944,0,7944,0,True,0,6,1276,1208,-1,PortScan,Attack
32025,of:0000000000000003,Port#:1,528,6327817,18946544,860,246,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,246589,246486,-1,PortScan,Attack
32037,of:0000000000000002,Port#:2,871,12655955,44455663,123530,246,0,0,0,0,4,556,2626973,75,5,0,0,0,0,2,0,0,0,0,0,True,0,5,124690,124630,-1,PortScan,Attack
32043,of:0000000000000008,Port#:3,1157,18967420,6330539,378,246,0,0,0,0,4,560,556,4,5,0,0,0,0,3,0,6303351,0,6303351,0,True,0,6,3126,3016,-1,PortScan,Attack
32044,of:0000000000000005,Port#:1,890,12657041,25262587,1212,246,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,2518,2417,-1,PortScan,Attack
32046,of:0000000000000005,Port#:3,315,34661,27198,206,246,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,2518,2417,-1,PortScan,Attack
32057,of:000000000000000a,Port#:1,591,12623640,12650739,788,256,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3499,3401,-1,PortScan,Attack
32058,of:000000000000000a,Port#:2,863,18933840,18961143,1062,256,0,0,0,0,74,2757686,3895,48,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3499,3401,-1,PortScan,Attack
32061,of:000000000000000b,Port#:1,480,12615997,6346740,604,256,0,0,0,0,0,0,763,5,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1292,1222,-1,PortScan,Attack
32066,of:0000000000000003,Port#:4,128399,13250888,6331702,388,256,0,0,0,0,4,556,829,6,5,0,0,0,0,4,0,0,0,0,0,True,0,6,257760,257655,-1,PortScan,Attack
32071,of:0000000000000001,Port#:2,128564,19540487,44750667,129011,256,0,0,0,0,42,3066,2627175,76,5,0,0,0,0,2,660436,25796668,660436,25796668,660436,True,0,8,259685,259582,-1,PortScan,Attack
32073,of:0000000000000001,Port#:4,1392,31566865,12657917,897,256,0,0,0,0,75,2626972,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,259685,259582,-1,PortScan,Attack
32081,of:0000000000000008,Port#:3,1338,25271746,6331576,385,256,0,0,0,0,75,2626976,759,5,5,0,0,0,0,3,0,0,0,0,0,True,0,5,3327,3216,-1,PortScan,Attack
32086,of:0000000000000006,Port#:2,214,28277,35740,323,256,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1633,1522,-1,PortScan,Attack
32087,of:0000000000000006,Port#:3,332,36337,6331429,386,256,0,0,0,0,5,759,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,1633,1522,-1,PortScan,Attack
32088,of:0000000000000009,Port#:1,601,6346186,35740,323,256,0,0,0,0,46,3622,759,5,5,0,0,0,0,1,0,0,0,0,0,True,0,5,2016,1904,-1,PortScan,Attack
32092,of:000000000000000c,Port#:2,691,12630515,18954586,960,266,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,3215,3113,-1,PortScan,Attack
32103,of:0000000000000003,Port#:3,392,6332472,26119570,133617,266,0,0,0,0,3,348,3346,44,4,0,0,0,0,3,0,0,0,0,0,True,0,8,268105,267996,-1,PortScan,Attack
32106,of:0000000000000004,Port#:2,395,6332578,19826263,133597,266,0,0,0,0,2,278,2757964,76,5,0,0,0,0,2,0,0,0,0,0,True,0,7,134775,134670,-1,PortScan,Attack
32107,of:0000000000000004,Port#:3,320,36387,12650690,783,266,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,7,134775,134670,-1,PortScan,Attack
32114,of:0000000000000007,Port#:1,213,28817,28733,211,266,0,0,0,0,2,278,348,3,4,0,0,0,0,1,0,0,0,0,0,True,0,5,2609,2498,-1,PortScan,Attack
32115,of:0000000000000007,Port#:2,904,12658954,31561055,1306,266,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,True,0,5,2609,2498,-1,PortScan,Attack
32118,of:0000000000000008,Port#:2,789,12651287,31560705,1297,266,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,3358,3242,-1,PortScan,Attack
32122,of:0000000000000005,Port#:3,330,36616,29153,221,266,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,5,2753,2647,-1,PortScan,Attack
32126,of:0000000000000009,Port#:1,609,6347265,36616,330,266,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,2048,1932,-1,PortScan,Attack
32139,of:0000000000000003,Port#:1,702,12631238,18956879,989,276,0,0,0,0,74,2757687,3736,48,5,0,0,0,0,1,0,0,0,0,0,True,0,10,278763,278654,-1,PortScan,Attack
32142,of:0000000000000003,Port#:4,138891,20114351,12637111,577,276,0,0,0,0,48,3736,2758243,78,5,0,0,0,0,4,0,0,0,0,0,True,0,10,278763,278654,-1,PortScan,Attack
32147,of:0000000000000001,Port#:2,138761,20091141,45303281,139223,276,0,0,0,0,0,0,556,4,5,0,0,0,0,2,2004388,20043882,2004388,20043882,2004388,True,0,8,280404,280298,-1,PortScan,Attack
32151,of:0000000000000002,Port#:2,895,12659092,45318018,139435,276,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,140615,140552,-1,PortScan,Attack
32162,of:0000000000000006,Port#:2,230,30307,37770,339,276,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1969,1857,-1,PortScan,Attack
32167,of:000000000000000c,Port#:1,122,8564,6314077,252,71,0,0,0,0,56,3996,3939448,104,5,0,0,0,0,1,0,0,0,0,0,True,0,8,804,717,-1,PortScan,Attack
32174,of:000000000000000a,Port#:4,30383,7942688,10273,75,71,0,0,0,0,11006,594494,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,10,60841,60746,-1,PortScan,Attack
32175,of:000000000000000b,Port#:1,11,926,10733,79,71,0,0,0,0,1,70,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,159,99,-1,PortScan,Attack
32187,of:0000000000000001,Port#:4,246,6313716,10505,77,71,0,0,0,0,2,278,348,3,5,0,0,0,0,4,0,0,0,0,0,True,0,4,523,437,-1,PortScan,Attack
32188,of:0000000000000002,Port#:1,12,1012,10317,76,71,0,0,0,0,1,70,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,150,92,-1,PortScan,Attack
32196,of:0000000000000005,Port#:1,77,10505,6313716,246,71,0,0,0,0,3,348,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,640,546,-1,PortScan,Attack
32197,of:0000000000000005,Port#:2,248,6313587,10505,77,71,0,0,0,0,103,3939376,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,640,546,-1,PortScan,Attack
32201,of:0000000000000006,Port#:3,30197,1638573,10227,75,71,0,0,0,0,11062,598490,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,60544,60449,-1,PortScan,Attack
32207,of:000000000000000c,Port#:3,1123,25256255,6360674,809,251,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,3186,3089,-1,PortScan,Attack
32210,of:000000000000000a,Port#:2,580,12622898,12650922,798,251,0,0,0,0,0,0,350,3,5,0,0,0,0,2,0,0,0,0,0,True,0,10,419885,419780,-1,PortScan,Attack
32211,of:000000000000000a,Port#:3,378,6330715,49119553,209833,251,0,0,0,0,2,278,5241893,12084,5,0,0,0,0,3,0,0,0,0,0,True,0,10,419885,419780,-1,PortScan,Attack
32212,of:000000000000000a,Port#:4,209639,36522700,27374,207,251,0,0,0,0,12039,651405,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,10,419885,419780,-1,PortScan,Attack
32213,of:000000000000000b,Port#:1,521,6327349,18946002,848,251,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,6303287,0,6303287,0,True,0,6,1572,1505,-1,PortScan,Attack
32219,of:0000000000000004,Port#:1,1022,12666406,26946,200,251,0,0,0,0,73,5241,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,10,419164,419060,-1,PortScan,Attack
